ID,Group,Credit,Title,Prof,Time,Description,URL
25643,1,3,ژنومیک محاسباتی,نرجس الهدی محمدزاده,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/hoda
25645,1,3,علوم اعصاب یادگیری،حافظه،شناخت,حمید کربلائی آقاجان,شنبه و دوشنبه 13:30 تا 15,,cw.sharif.edu
25647,1,3,یادگیری عمیق,عمادالدین فاطمی زاده,یک‌شنبه و سه‌شنبه 10:30 تا 12,کلاس تمرین (روزهای چهارشنبه ساعت 15:00 الی 16:30) برای توضیحات بیشتر به این لینک yun.ir/jcpt55 مراجعه شود.,vc.sharif.edu/fatemizadeh
25661,1,3,یادگیری در مغز و ماشین 1,رضا ابراهیم پور,یک‌شنبه و سه‌شنبه 7:30 تا 9,,
25701,2,1,آزمایشگاه مخابرات دیجیتال,فرید آشتیانی مفردطهرانی,یک‌شنبه 13:30 تا 16:30,,
25705,1,1,آز مدارهای مخابراتی,علی مدی,سه‌شنبه 13:30 تا 16:30,,
25705,2,1,آز مدارهای مخابراتی,علی مدی,چهارشنبه 13:30 تا 16:30,,
25712,1,1,آزمایشگاه تبدیل انرژی الکتریکی 2,محمدرضا ذوالقدری,یک‌شنبه 13:30 تا 16:30,,
25716,1,1,آزمایشگاه سیستمهای انرژی الکتریکی,سیدحمید حسینی,سه‌شنبه 13:30 تا 16:30,,
25720,1,0,آشنایی با مهندسی برق,محمدباقر شمس الهی,چهارشنبه 9 تا 12,فقط ورودی 1401,vc.sharif.edu/mbshams
25720,2,0,آشنایی با مهندسی برق,آرش امینی,چهارشنبه 9 تا 12,فقط ورودی 1401,vc.sharif.edu/aamini
25720,3,0,آشنایی با مهندسی برق,فرزاد تهامی,چهارشنبه 9 تا 12,فقط ورودی 1401,vc.sharif.edu/tahami
25720,4,0,آشنایی با مهندسی برق,حسین مختاری,چهارشنبه 9 تا 12,فقط ورودی 1401,vc.sharif.edu/mokhtari
25720,5,0,آشنایی با مهندسی برق,نرجس الهدی محمدزاده,چهارشنبه 9 تا 12,فقط ورودی 1401,vc.sharif.edu/hoda
25720,6,0,آشنایی با مهندسی برق,محمد هادی,چهارشنبه 9 تا 12,فقط ورودی 1401,vc.sharif.edu/mohammad.hadi
25720,7,0,آشنایی با مهندسی برق,سید محمد کرباسی,چهارشنبه 9 تا 12,فقط ورودی 1400,vc.sharif.edu/ee-introduction
25722,1,1,آزمایشگاه حفاظت سیستمهای قدرت,احسان کرمی,دوشنبه 13:30 تا 16:30,,
25723,1,1,آزمایشگاه سیستم‌های میکروپروسسوری,خسرو حاج صادقی,یک‌شنبه 13:30 تا 16:30,,
25723,2,1,آزمایشگاه سیستم‌های میکروپروسسوری,خسرو حاج صادقی,دوشنبه 16:30 تا 19:30,,
25724,1,3,اصول مهندسی پزشکی,علی قاضی زاده احسائی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/ghazizadeh
25725,1,3,فیزیولوژی,منصور کشاورز,شنبه و دوشنبه 15 تا 16:30,,cw.sharif.edu
25726,1,3,بیوسنسورها,مهدی فردمنش,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/fardmanesh
25727,1,1,آزمایشگاه مهندسی پزشکی,مهران جاهد,چهارشنبه 13:30 تا 16:30,اولویت با دانشجویان م. پزشکی,
25729,1,3,هوش مصنوعی و محاسبات زیستی,سپیده حاجی پور ساردوئی,یک‌شنبه و سه‌شنبه 9 تا 10:30,اولویت با دانشجویان م.پزشکی,vc.sharif.edu/meetings
25731,1,3,تئوری مدارهای الکتریکی,محمدباقر شمس الهی,یک‌شنبه و سه‌شنبه 12 تا 13:30,,vc.sharif.edu/mbshams
25731,2,3,تئوری مدارهای الکتریکی,محمد شریف خانی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/msharifk
25731,3,3,تئوری مدارهای الکتریکی,عمادالدین فاطمی زاده,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/fatemizadeh
25731,4,3,تئوری مدارهای الکتریکی,سیدحمید حسینی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/hosseini
25731,5,3,تئوری مدارهای الکتریکی,سیاوش بیات,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/bayat
25732,1,3,آمار و احتمال مهندسی,سید محمد کرباسی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ee-introduction
25732,2,3,آمار و احتمال مهندسی,محمد حسین یاسایی میبدی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/yassaee
25732,3,3,آمار و احتمال مهندسی,فرید آشتیانی مفردطهرانی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/ashtianimt
25732,4,3,آمار و احتمال مهندسی,آرش امینی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/aamini
25733,1,3,الکترومغناطیس,بهزاد رجائی سلماسی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/rejaei
25735,1,3,ریاضی مهندسی,امیراحمد شیشه گر,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/shishegar
25735,2,3,ریاضی مهندسی,مهدی احمدی بروجنی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ahmadi
25735,3,3,ریاضی مهندسی,حمید کربلائی آقاجان,شنبه و دوشنبه 10:30 تا 12,,cw.sharif.edu
25737,2,3,مقدمه‌ای بر یادگیری ماشین,سیدجمال الدین گلستانی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/golestani
25737,3,3,مقدمه‌ای بر یادگیری ماشین,سجاد امینی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/s-amini
25738,1,3,آشنایی با سیستم‌های رباتیک,مهرزاد پورمحمد نامور,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/namvar
25739,1,1,آز برنامه نویسی پایتون,متین هاشمی,شنبه 16:30 تا 19:30,,
25741,1,4,تبدیل انرژی الکتریکی ۱ و آزمایشگاه,محمدرضا ذوالقدری,شنبه و دوشنبه 10:30 تا 12، یک‌شنبه 13:30 تا 16:30,آز: یکشنبه عصر,vc.sharif.edu/zolghadr
25741,2,4,تبدیل انرژی الکتریکی ۱ و آزمایشگاه,زهرا نصیری قیداری,شنبه و دوشنبه 10:30 تا 12، دوشنبه 13:30 تا 16:30,"آز: دوشنبه عصر
vc.sharif.edu/znasiri",
25742,1,3,سیگنال‌ها و سیستم‌ها,حمید بهروزی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/behroozi
25743,1,4,مدارهای منطقی وسیستم دیجیتال و آز,سیروس صدوقی,یک‌شنبه و سه‌شنبه 7:30 تا 9، چهارشنبه 13:30 تا 16:30,آز: چهارشنبه عصر,vc.sharif.edu/sadughi
25743,2,4,مدارهای منطقی وسیستم دیجیتال و آز,حامد شاه منصوری,یک‌شنبه و سه‌شنبه 10:30 تا 12، دوشنبه 13:30 تا 16:30,آز: دوشنبه عصر,vc.sharif.edu/ee-introduction
25743,3,4,مدارهای منطقی وسیستم دیجیتال و آز,حمید موحدیان عطار,یک‌شنبه و سه‌شنبه 10:30 تا 12، یک‌شنبه 13:30 تا 16:30,آز: یکشنبه عصر,vc.sharif.edu/movahedian
25743,4,4,مدارهای منطقی وسیستم دیجیتال و آز,مهدی شعبانی,یک‌شنبه و سه‌شنبه 10:30 تا 12، سه‌شنبه 13:30 تا 16:30,آز: سه شنبه عصر,vc.sharif.edu/mahdi
25743,5,4,مدارهای منطقی وسیستم دیجیتال و آز,حامد شاه منصوری,یک‌شنبه و سه‌شنبه 15 تا 16:30، دوشنبه 13 تا 16,آز: دوشنبه عصر,
25746,1,1,آز یادگیری و بینایی ماشین,نرجس الهدی محمدزاده,یک‌شنبه 13:30 تا 16:30,محل آزمایشگاه: طبقه همکف بال شرقی دانشکده برق، آزمایشگاه میکروپروسسور,
25746,2,1,آز یادگیری و بینایی ماشین,نرجس الهدی محمدزاده,دوشنبه 13:30 تا 16:30,محل آزمایشگاه: طبقه همکف بال شرقی دانشکده برق، آزمایشگاه میکروپروسسور,
25746,3,1,آز یادگیری و بینایی ماشین,نرجس الهدی محمدزاده,چهارشنبه 9 تا 12,,
25747,1,3,مهندسی مایکروویو,محمد معماریان,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/mmemarian
25749,1,3,مبانی علوم اعصاب,علی قاضی زاده احسائی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/ghazizadeh
25751,2,3,سیستم‌های مخابراتی,فریدون بهنیا,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/behnia
25751,3,3,سیستم‌های مخابراتی,محمد هادی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/mohammad.hadi
25751,4,3,سیستم‌های مخابراتی,محمدرضا پاک روان,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/pakravan
25753,1,3,تحلیل سیستم‌های انرژی الکتریکی ۱,مهدی وکیلیان,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/vakilian
25753,2,3,تحلیل سیستم‌های انرژی الکتریکی ۱,احسان حاجی پور,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/hajipour
25753,4,3,تحلیل سیستم‌های انرژی الکتریکی ۱,سیدحمید حسینی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/hosseini
25754,1,4,ساختار کامپیوتر و میکروپروسسور و آز,سعید باقری شورکی,شنبه و دوشنبه 12 تا 13:30، چهارشنبه 9 تا 12,آز: چهارشنبه صبح,vc.sharif.edu/bagheri-s
25754,2,4,ساختار کامپیوتر و میکروپروسسور و آز,محمد رضا موحدین,شنبه و دوشنبه 7:30 تا 9، شنبه 13 تا 16,آز: شنبه عصر,vc.sharif.edu/mr.movahedin
25759,1,4,مدارهای الکتریکی و ازمایشگاه,یاس حسینی طهرانی,یک‌شنبه و سه‌شنبه 7:30 تا 9، چهارشنبه 13:30 تا 16:30,آز: چهارشنبه عصر,vc.sharif.edu/yhtehrani
25761,1,3,الکترونیک آنالوگ,فاطمه اکبر,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/noyan.akbar
25762,1,3,میدانها و امواج,علی بنائی,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/banai
25763,1,3,مخابرات دیجیتال,فرید آشتیانی مفردطهرانی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/ashtianimt
25764,1,3,مدارهای مخابراتی,فروهر فرزانه,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/farzaneh
25765,1,3,پردازش سیگنالهای دیجیتال,محمدباقر شمس الهی,یک‌شنبه و سه‌شنبه 7:30 تا 9,فقط دانشجویان ارشد,vc.sharif.edu/mbshams
25765,2,3,پردازش سیگنالهای دیجیتال,محمدباقر شمس الهی,یک‌شنبه و سه‌شنبه 13:30 تا 15,فقط دانشجویان کارشناسی,vc.sharif.edu/mbshams
25768,1,3,مبانی برنامه سازی,بیژن وثوقی وحدت,یک‌شنبه و سه‌شنبه 7:30 تا 9,,
25768,2,3,مبانی برنامه سازی,عبداله آراسته,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/abdollah.arasteh
25769,1,3,حسگری و اندازه گیری,حمید موحدیان عطار,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/movahedian
25769,2,3,حسگری و اندازه گیری,مهران جاهد,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/jahed
25769,4,3,حسگری و اندازه گیری,فریدون بهنیا,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/behnia
25770,1,1,اخلاق مهندسی و محیط زیست,سیاوش بیات,دوشنبه 16:30 تا 18,,vc.sharif.edu/bayat
25770,2,1,اخلاق مهندسی و محیط زیست,علی فتوت احمدی,شنبه 16:30 تا 18,,vc.sharif.edu/afotowat
25771,1,3,طراحی سیستمهای میکرو پروسسوری,خسرو حاج صادقی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/ksadeghi
25772,1,3,اصول ادوات حالت جامد,مهدی فردمنش,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/fardmanesh
25776,1,3,طراحی سیستمهای مبتنی بر FPGA/ASIC,مهدی شعبانی,یک‌شنبه و سه‌شنبه 9 تا 10:30,فقط دانشجویان دیجیتال ترم ششم به بعد,vc.sharif.edu/mahdi
25780,2,1,پروژه کارشناسی ۱,ترانه اقلیدس,دوشنبه 16:30 تا 18,,vc.sharif.edu/teghlidos
25780,4,1,پروژه کارشناسی ۱,محمد معماریان,شنبه 16:30 تا 18,,vc.sharif.edu/mmemarian
25780,5,1,پروژه کارشناسی ۱,بیژن وثوقی وحدت,یک‌شنبه 13:30 تا 15,,vc.sharif.edu/vahdat
25785,1,3,سیستمهای تولید انرژی الکتریکی,علی عباس پورطهرانی فرد,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/abbaspour
25786,1,3,حفاظت سیستمهای قدرت,احسان حاجی پور,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/hajipour
25789,1,3,سیستمهای برق و الکترونیک خودرو,فرزاد تهامی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/tahami
25790,1,2,پروژه کارشناسی ۲,بابک حسین خلج,یک‌شنبه 16:30 تا 18:30,,vc.sharif.edu/khalaj
25790,2,2,پروژه کارشناسی ۲,بیژن رشیدیان,سه‌شنبه 16:30 تا 18:30,,vc.sharif.edu/rashidia
25793,1,3,کنترل دیجیتال,محمد حائری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/haeri
25799,1,3,مبانی الکترونیک قدرت,ایمان عسکریان ابیانه,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/askarianiman
25823,1,3,رمزنگاری مشبکه مبنا,ترانه اقلیدس,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/teghlidos
25833,1,3,مباحث منتخب در رمز‌نگاری,محمود سلماسی زاده,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/salmasi
25843,1,3,مخابرات کوآنتومی سیگنال‌ها و سیستم‌ها ۱,جواد صالحی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/jasalehi
25848,1,3,اینترنت اشیاءصنعتی,علی رضا فرهادی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/ee-introduction
25849,1,3,فیلترهای مایکروویو,محمد معماریان,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/mmemarian
25872,1,2,روش‌های ریاضی در مهندسی,رضا کاظمی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,
25872,2,2,روش‌های ریاضی در مهندسی,علی رضا فرهادی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/ee-introduction
25872,3,2,روش‌های ریاضی در مهندسی,سجاد امینی,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/s-amini
25875,1,3,مخابرات فیبر نوری,خشایار مهرانی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/mehrany
25876,1,3,اقتصاد مهندسی کاربردی,سیدهاشم اورعی میرزمانی,یک‌شنبه و سه‌شنبه 18:30 تا 19:30,ساعت کلاس 18:30 تا 20,vc.sharif.edu/oraee
25877,1,3,نوروآناتومی، رشد و فرگشت سیستم عصبی,محمد تقی جغتائی,شنبه 13:30 تا 16:30,,
25878,1,3,نوروبیولوژی، نوروشیمی و نوروژنتیک,علی شهبازی,سه‌شنبه 13:30 تا 16:30,,
25879,1,3,مبانی علم داده,بابک حسین خلج,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/khalaj
26010,1,3,مبانی ژنتیک,شهره مشایخان,یک‌شنبه و سه‌شنبه 10:30 تا 12,"اختیاری""الف""م.شیمی",vc.sharif.edu/mashayekhan
26014,1,2,مکانیک سیالات ۲,حسین عسکری پور,یک‌شنبه 13 تا 15,,vc.sharif.edu/h-askaripour
26019,1,3,موازنه مواد و انرژی ,علی اصغر محمدی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/amohammadi
26021,1,1,کارگاه نرم‌افزار مهندسی نفت,رضا شمس,یک‌شنبه 16:30 تا 19,اختیاری الف م.نفت,vc.sharif.edu/ch/reza.shams
26027,1,0,آشنایی با مهندسی شیمی,محمودرضا پیشوائی,شنبه 15:30 تا 17:30,مختص ورودی های 1400(افتاده های ورودی98-99-1400),vc.sharif.edu/pishvaie
26027,2,0,آشنایی با مهندسی شیمی,طیبه حمزه لویان,یک‌شنبه 13 تا 15,مختص ورودی های 1400(افتاده های ورودی98-99-1400),vc.sharif.edu/thamzehlouyan
26027,3,0,آشنایی با مهندسی شیمی,مریم سعادتمند,شنبه 15 تا 17,مختص ورودی های 1400(افتاده های ورودی98-99-1400),vc.sharif.edu/m.saadatmand
26028,1,3,شبیه سازی دینامیکی فرآیندهای شیمیایی,احسان وفا,یک‌شنبه و سه‌شنبه 10:30 تا 12,شبیه سازی و کنترل,vc.sharif.edu/e.vafa
26029,1,0,آشنایی با مهندسی نفت,سید شهاب الدین آیت اللهی,یک‌شنبه 15 تا 17,مختص ورودی های 1400(افتاده های ورودی98-99-1400),vc.sharif.edu/shahab
26029,2,0,آشنایی با مهندسی نفت,محسن مسیحی,یک‌شنبه 13:30 تا 15:30,مختص ورودی های 1400(افتاده های ورودی98-99-1400),vc.sharif.edu/masihi
26030,1,3,یکپارچگی چاه و سازند,حسن ماهانی,یک‌شنبه و سه‌شنبه 13:30 تا 15,حفاری,vc.sharif.edu/hmahani
