ID,Group,Credit,Title,Prof,Time,Description,URL
20002,1,3,رفتار شکل‌پذیر سازه‌های فولادی,سیدوحید خونساری,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/khonsari
20006,1,3,محاسبات عددی,سعید سعید منیر,یک‌شنبه و سه‌شنبه 13:30 تا 15,,cw.sharif.edu
20006,2,3,محاسبات عددی,سعید سعید منیر,یک‌شنبه و سه‌شنبه 15 تا 16:30,,cw.sharif.edu
20009,1,0,آشنایی با مهندسی عمران,علی رضا معززی مهر طهران,چهارشنبه 15 تا 17,,cw.sharif.edu
20010,1,3,قابلیت اعتماد، ریسک و تاب‌آوری,مجتبی محصولی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/mahsuli
20011,1,3,استاتیک,علی رضا معززی مهر طهران,یک‌شنبه و سه‌شنبه 9 تا 10:30,,cw.sharif.edu
20012,1,3,دینامیک,محسن قائمیان,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/ghaemian
20012,2,3,دینامیک,علی بخشی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/bakhshi
20014,1,3,ریاضی مهندسی پیشرفته,ساناز مقیم,دوشنبه و سه‌شنبه 7:30 تا 9,مخصوص گرایش آب و محیط زیست و راه و ترابری,vc.sharif.edu/moghim
20014,2,3,ریاضی مهندسی پیشرفته,فیاض رحیم زاده روفوئی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/rofooei
20014,3,3,ریاضی مهندسی پیشرفته,محمدعلی فیوضات,یک‌شنبه و سه‌شنبه 10:30 تا 12,,cw.sharif.edu
20017,1,2,طراحی سازه‌های بتنی ۲,پنام زرفام,یک‌شنبه 10:30 تا 12:30,,cw.sharif.edu
20021,1,3,ترمیم و بهسازی سازه‌ها به وسیله الیاف پلیمری,وهب توفیق,شنبه و دوشنبه 9 تا 10:30," ",cw.sharif.edu
20024,1,3,خلاقیت و حل مسئله در مهندسی,میرمصدق جمالی,یک‌شنبه و سه‌شنبه 10:30 تا 12,دانشجویان کارشناسی برای اخذ درس حتماباید تایید مدرس درس را بگیرند,vc.sharif.edu/jamali
20101,1,1,آز جامدات,علیرضا خالو,یک‌شنبه 13 تا 15,,
20101,2,1,آز جامدات,وهب توفیق,دوشنبه 13 تا 15,,
20111,1,3,مکانیک جامدات ۱,امیررضا خوئی,شنبه و دوشنبه 9 تا 10:30,,cw.sharif.edu
20111,2,3,مکانیک جامدات ۱,حسین محمدی شجاع,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/shodja
20120,1,3,مهندسی راه و ترافیک,حبیب اله نصیری,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/nassiri
20121,1,3,تئوری سازه ۱,محمدعلی فیوضات,یک‌شنبه و سه‌شنبه 15 تا 16:30,,cw.sharif.edu
20122,1,3,تئوری سازه ۲,علی رضا معززی مهر طهران,یک‌شنبه و سه‌شنبه 15 تا 16:30,دانشجویان پردیس تهران ورودی 98 میتوانند در این درس ثبت نام کنند,cw.sharif.edu
20130,1,3,قابلیت اعتماد سازه و مدل‌سازی احتمالاتی,مجتبی محصولی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/mahsuli
20137,1,3,سازه‌های بتنی پیش‌تنیده,علیرضا خالو,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/khaloo
20138,1,3,تئوری الاستیسیته ۱,حسین محمدی شجاع,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/shodja
20139,1,3,روش زمان دوام,همایون اسمعیل پوراستکانچی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,cw.sharif.edu
20148,1,3,روش‌های عددی آنالیز سازه‌ها,مسعود مفید,شنبه و دوشنبه 15 تا 16:30,,cw.sharif.edu
20149,1,3,عناصر محدود,امیررضا خوئی,شنبه و دوشنبه 10:30 تا 12,,cw.sharif.edu
20153,1,3,ارتعاشات سازه‌ها,علی رضا معززی مهر طهران,شنبه و دوشنبه 15 تا 16:30,,cw.sharif.edu
20156,1,3,ارتعاشات تصادفی,علی بخشی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/bakhshi
20164,1,3,مبانی مهندسی زلزله,محمدتقی کاظمی,شنبه و دوشنبه 9 تا 10:30,ثبت نام دانشجویان پردیس ورودی 98 بلامانع است,vc.sharif.edu/kazemi
20165,1,3,مهندسی زلزله پیشرفته,فیاض رحیم زاده روفوئی,یک‌شنبه و سه‌شنبه 9 تا 10:30,بدلیل اجباری بودن درس برای گرایش زلزله، الویت ثبت نام در این درس با دانشجویان زلزله و سپس در صورت وجود ظرفیت خالی بادانشجویان سازه می باشد,vc.sharif.edu/rofooei
20189,1,3,مهندسی سیستم,زهرا امینی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/zahra.amini
20197,1,3,اقتصاد مهندسی,امیرحسن کرمانشاه,شنبه و دوشنبه 13:30 تا 15,دانشجویان پردیس تهران ورودی 98 میتوانند در این گروه ثبت نام کنند,vc.sharif.edu/kermanshah
20197,2,3,اقتصاد مهندسی,رضا عندلیب,شنبه و دوشنبه 15 تا 16:30,دانشجویان پردیس تهران ورودی 98میتوانند در این گروه ثبت نام کنند,vc.sharif.edu/andalib.reza
20208,1,3,مصالح‌ساختمانی‌ و تکنولوژی‌ بتن‌ و آز,وهب توفیق,شنبه 7 تا 9، شنبه 13 تا 15,آز : شنبه 15-13,cw.sharif.edu
20221,1,3,طرح سازه‌های فولادی ۱,شروین ملکی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/smaleki
20221,2,3,طرح سازه‌های فولادی ۱,همایون اسمعیل پوراستکانچی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,cw.sharif.edu
20224,1,2,طرح سازه‌های فولادی ۲,محمدعلی فیوضات,سه‌شنبه 13 تا 15,,cw.sharif.edu
20231,1,3,طرح سازه‌های بتنی ۱,علیرضا خالو,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/khaloo
20231,2,3,طرح سازه‌های بتنی ۱,هاتف عبدوس,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/abdoos
20240,1,1,پروژه‌ سازه‌های ‌فولادی,شقایق واثقی امیری,چهارشنبه 13 تا 15,دانشجویان ورودی 98 پردیس تهران نیز می توانند در این درس ثبت نام کنند,vc.sharif.edu/shghayegh.vaseghi
20243,1,3,طراحی پل‌های فولادی,شروین ملکی,یک‌شنبه و سه‌شنبه 13 تا 14:30,,vc.sharif.edu/smaleki
20253,1,3,طراحی سازه‌های آبی,ابوالفضل شمسائی,شنبه و دوشنبه 10:30 تا 12,,cw.sharif.edu
20307,1,3,روش‌های برنامه‌ریزی و کنترل پروژه,امین الوانچی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/alvanchi
20308,1,4,تحقیق در عملیات,یوسف شفاهی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/shafahi
20309,1,3,مدیریت پروژه و ساخت,حامد حاج کاظم کاشانی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/hamed.kashani
20309,2,3,مدیریت پروژه و ساخت,شیوا حسینی,یک‌شنبه و سه‌شنبه 16:30 تا 18,ثبت نام دانشجویان پردیس تهران ورودی 98 بلامانع است,vc.sharif.edu/s.hoseini
20311,1,3,روش‌های‌ ساخت و ماشین‌های‌ راهسازی,رضا عندلیب,شنبه و دوشنبه 16:30 تا 18,ورودی 98 پردیس تهران نیز میتوانند در این گروه ثبت نام کنند,vc.sharif.edu/andalib.reza
20323,1,2,طراحی معماری,فرشته بیگلی,دوشنبه 10:30 تا 13:30,,cw.sharif.edu
20323,2,2,طراحی معماری,فرشته بیگلی,دوشنبه 15 تا 18,,cw.sharif.edu
20324,1,3,مدیریت مالی و حسابداری پروژه,حامد حاج کاظم کاشانی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/hamed.kashani
20401,1,1,آز مکانیک خاک,محمدمهدی احمدی,دوشنبه 13 تا 15,,
20401,2,1,آز مکانیک خاک,حامد صادقی,چهارشنبه 13 تا 15,,
20401,3,1,آز مکانیک خاک,حامد صادقی,چهارشنبه 8 تا 10,,
20405,1,3,کاوش‌های صحرائی در ژئوتکنیک,علی پاک,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/pak
20406,1,3,مکانیک خاکهای غیر اشباع,حامد صادقی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/hsadeghi
20409,1,3,روش‌های‌ عددی ‌پیشرفته‌ در ژئومکانیک,علی پاک,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/pak
20410,1,3,مکانیک خاک پیشرفته ۱,فردین جعفرزاده,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/fardin
20411,1,3,مکانیک خاک,سیدمحسن حائری,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/smhaeri
20413,1,3,مهندسی پی,محمدمهدی احمدی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/mmahmadi
20418,1,3,پی پیشرفته,محمدمهدی احمدی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/mmahmadi
20436,1,3,روسازی راه و آز,نادر طباطبائی,شنبه 13 تا 15، یک‌شنبه و سه‌شنبه 13:30 تا 15,آز: شنبه 15-13- حل تمرین : شنبه 13-12,vc.sharif.edu/nader
20436,2,3,روسازی راه و آز,نادر طباطبائی,یک‌شنبه و سه‌شنبه 13:30 تا 15، چهارشنبه 10:30 تا 12:30,آز : چهارشنبه12:30 - 10:30- حل تمرین: چهارشنبه 10:30-9:30,
20440,1,3,ژئوتکنیک لرزه‌ای,فردین جعفرزاده,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/fardin
20441,1,3,دینامیک خاک,سیدمحسن حائری,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/smhaeri
20445,1,3,مکانیک سنگ,محمدحسین صدقیانی,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/mhsadagh
20451,1,2,زمین‌شناسی,مهرداد بانی خیر,سه‌شنبه 13 تا 15,,vc.sharif.edu/banikheir
20451,2,2,زمین‌شناسی,مهرداد بانی خیر,سه‌شنبه 15 تا 17,,vc.sharif.edu/banikheir
20503,1,3,طراحی روسازی راه پیشرفته,نادر طباطبائی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/nader
20504,1,3,حمل و نقل هوشمند,زهرا امینی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/zahra.amini
20513,1,2,نقشه‌برداری ۱ و عملیات,رویا موسویان,چهارشنبه 8 تا 13,,https://vc.sharif.edu/ch/r-mousavian
20551,1,3,مهندسی ترافیک پیشرفته,حبیب اله نصیری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/nassiri
20564,1,3,شبیه‌سازی,امین الوانچی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/alvanchi
20582,1,3,برنامه‌ریزی و طراحی فرودگاه,یوسف شفاهی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/shafahi
20591,1,3,برنامه‌ریزی حمل‌ونقل,محمد کرمانشاه,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/mkermanshah
20601,1,1,آز هیدرولیک,بهزاد عطائی آشتیانی,یک‌شنبه 13 تا 15,,
20601,2,1,آز هیدرولیک,بهزاد عطائی آشتیانی,چهارشنبه 8 تا 10,,
20604,1,3,مبانی فرآیندها در مهندسی محیط زیست,عمار صفائی نعمت اللهی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/asafaie
20611,1,3,هیدرولیک,محمد راعی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/raie
20611,2,3,هیدرولیک,محمد دانش یزدی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/danesh
20615,1,3,مکانیک سیالات,فرخنده خراشادی زاده,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/farkhondeh.khorashadi.zadeh
20621,1,3,مهندسی آب و فاضلاب,فرخنده خراشادی زاده,یک‌شنبه و سه‌شنبه 13:30 تا 15,"دانشجویان پردیس تهران ورودی 98میتوانند در این گروه ثبت نام کنند
vc.sharif.edu/ch/farkhondeh.khorashadi.zadeh",
20629,1,2,هیدرولوژی مهندسی,سید رضی شیخ الاسلامی,سه‌شنبه 7 تا 9,,cw.sharif.edu
20647,1,3,تحلیل سیستم‌های منابع آب,محمد دانش یزدی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/danesh
20668,1,3,آلودگی مواد زائد جامد,محمدمسعود آقامحمدحسین تجریشی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/tajrishy
20669,1,3,مهندسی محیط زیست,سید رضی شیخ الاسلامی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,cw.sharif.edu
20670,1,3,آنالیز و طرح سدهای بتنی,محسن قائمیان,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/ghaemian
20676,1,3,هیدرولیک پیشرفته,محمد راعی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/raie
20702,1,3,هیدرودینامیک محیط زیستی,عمار صفائی نعمت اللهی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/asafaie
20888,1,3,مطالعه خاص,امین الوانچی,شنبه و دوشنبه 16:30 تا 18,عنوان درس: نظام های مدیریت پروژه های ساختمانی _ دانشجویان پردیس تهران ورودی 98 نیز میتوانند در این درس ثبت نام کنند,vc.sharif.edu/alvanchi
20893,1,3,عنوان خاص,امیرحسن کرمانشاه,شنبه و دوشنبه 10:30 تا 12,عنوان درس : حمل و نقل پایدار,vc.sharif.edu/kermanshah
21010,1,0,آشنایی با مهندسی صنایع,عرفان حسن نایبی، مریم رادمان، مریم رضاپورنیاری,دوشنبه 16:30 تا 18,برای اخذ این درس گذراندن حداقل دو ترم تحصیلی الزامی است . حذف درس در ترمیم مجاز نمی باشد. فقط مخصوص ورودی های 1400,vc.sharif.edu/maryam.radman
21011,1,3,تئوری احتمالات و کاربرد آن,سیدتقی اخوان نیاکی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/niaki
21012,1,3,آمار مهندسی,مجید خدمتی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/khedmati
21015,1,3,طراحی آزمایش‌ها,سیدتقی اخوان نیاکی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/niaki
21021,1,3,داده کاوی,مجید خدمتی,شنبه و دوشنبه 17 تا 18:30,,vc.sharif.edu/khedmati
21022,1,3,مدلسازی و تصمیم گیری داده محور,نفیسه صدقی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/n-sedghi
21115,1,2,اقتصاد عمومی ۲,رمضان علی مروی,چهارشنبه 10:30 تا 12:30,,vc.sharif.edu/marvi
21131,1,3,اقتصاد مهندسی,حمید صفرزاده,شنبه و دوشنبه 15 تا 16:30,مخصوص دانشجویان رشته صنایع,vc.sharif.edu/safarzadehuh
21131,2,3,اقتصاد مهندسی,عباس مظفر,یک‌شنبه و سه‌شنبه 7:30 تا 9,مخصوص دانشجویان سایر دانشکده ها,vc.sharif.edu/mozaffar
21138,1,3,تئوری تصمیم‌گیری,کورش عشقی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/eshghi
21201,1,3,اقتصاد عمومی,رمضان علی مروی، محمد وصال,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/m.vesal
21231,1,2,مدیریت مالی,میثم رافعی,دوشنبه 10:30 تا 12:30,,cw.sharif.edu
21233,1,3,مدیریت مالی,سید مصطفی مصطفوی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/mostafavi
21321,1,3,اصول‌ حسابداری و هزینه‌یابی,محمود دورودیان,یک‌شنبه و سه‌شنبه 15 تا 16:30,قبولی در 45 واحد الزامی است . دانشجویان سایر دانشکده ها فقط با اخذ موافقت قبلی استاد می توانند ثبت نام کنند . اولویت با دانشجویان صنایع است .,vc.sharif.edu/mhdoroodian1645
21321,2,3,اصول‌ حسابداری و هزینه‌یابی,محمود دورودیان,یک‌شنبه و سه‌شنبه 16:30 تا 18,,
21361,1,3,مدیریت کیفیت جامع,فریدون کیان فر,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/kianfar
21410,1,1,آزمایشگاه روش‌های تولید,محمود هوشمند,یک‌شنبه 12:30 تا 15,,
21418,1,3,روش‌های تولید ۱,شکرانه خشخاشی مقدم,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/moghaddam-sh
21430,1,3,تولید ناب,شکرانه خشخاشی مقدم,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/moghaddam-sh
21451,1,3,ارزیابی کار و زمان,مهدی شفیعی قاسمی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/m-shafiei
21512,1,3,برنامه‌ریزی و کنترل تولید ۱,علیرضا حجی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/ahaji
21516,1,3,تئوری توالی عملیات,محسن ورمزیار,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/varmazyar
21521,1,3,کنترل کیفیت,مجید رفیعی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/rafiee
21532,1,3,کنترل پروژه,محسن ورمزیار,یک‌شنبه و سه‌شنبه 13:30 تا 15,فقط دانشجویان صنایع,vc.sharif.edu/varmazyar
21532,2,3,کنترل پروژه,مریم رادمان,شنبه و دوشنبه 15 تا 16:30,مخصوص دانشجویان سایر دانشکده ها,vc.sharif.edu/maryam.radman
21534,1,3,مدیریت پروژه,مریم رضاپورنیاری,یک‌شنبه و سه‌شنبه 16:30 تا 18,,cw.sharif.edu
21550,1,3,برنامه‌ریزی منابع سازمانی ERP,مسلم حبیبی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/mhabibi
21612,1,3,طرح‌ریزی واحدهای صنعتی,محمدرضا اکبری جوکار,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/reza.akbari
21622,1,3,اصول بازاریابی,محمدرضا ابراهیمی,دوشنبه و چهارشنبه 16:30 تا 18,,cw.sharif.edu
21628,1,3,قیمت‌گذاری و مدیریت درآمد,نفیسه صدقی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/n-sedghi
21633,1,3,اصول مدیریت,محمدهادی چمران,یک‌شنبه و سه‌شنبه 9 تا 10:30,قبولی در 60 واحد الزامی است. دانشجویان سایر دانشکده ها فقط با اخذ موافقت قبلی استاد درس می توانند ثبت نام کنند . الویت با دانشجویان صنایع است .,vc.sharif.edu/chamran
21640,1,3,طراحی ایجاد صنایع,ابوالفضل شفائی,شنبه و دوشنبه 9 تا 10:30,,https://vc.sharif.edu/ch/ashafae
21644,1,3,مبانی مدیریت زنجیره تامین,عرفان حسن نایبی، محمدرضا اکبری جوکار,شنبه و دوشنبه 15 تا 16:30,آدرس کلاس حل تمرین : https://vc.sharif.edu/ch/hassannayebi,vc.sharif.edu/reza.akbari
21711,1,4,تحقیق در عملیات 1,کورش عشقی,شنبه و دوشنبه 8:30 تا 10:30,"گذراندن حداقل 45 واحد برای اخذ درس ضروری می باشد
کلاس حل تمرین روزهای سه شنبه ساعت 12/10 الی  13/15 برگزار می شود (مخصوص دانشجویان کارشناسی)",vc.sharif.edu/eshghi
21712,1,4,تحقیق در عملیات ۲,سعیده بیگدلو، محمد مدرس یزدی,یک‌شنبه و سه‌شنبه 8:30 تا 10:30,مخصوص دانشجویان سایر دانشکده ها,vc.sharif.edu/modarres
21717,1,3,مباحث ویژه‌ در تحقیق ‌در عملیات,مریم رادمان,یک‌شنبه و سه‌شنبه 13:30 تا 15,"عنوان درس ""روش های تجزیه در بهینه سازی"" است. هدف از این درس، آشنایی با مسائل بهینه‌سازی دارای ساختارهای خاص و بررسی روش‌های تجزیه شناخته‌شده برای حل آن‌ها است.",vc.sharif.edu/maryam.radman
21718,1,3,برنامه‌ریزی عدد صحیح,کورش عشقی,شنبه و دوشنبه 10:30 تا 12,"مخصوص دانشجویان تحصیلات تکمیلی
محل برگزاری : کلاس شماره 1 دانشکده مهندسی صنایع",vc.sharif.edu/eshghi
21745,1,3,فرآیندهای تصادفی,علیرضا حجی,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/ahaji
21749,1,3,برنامه‌ریزی تصادفی,مجید رفیعی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/rafiee
21761,1,3,برنامه‌ریزی حمل‌ونقل,عرفان حسن نایبی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/hassannayebi
21776,1,3,فناوری اطلاعات,مسلم حبیبی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/mhabibi
21780,1,3,مبانی هوش تجاری,مریم رضاپورنیاری,یک‌شنبه و سه‌شنبه 18 تا 19:30,,cw.sharif.edu
21790,1,3,مبانی مهندسی سیستم‌های سلامت,وحید دلاوری,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/vdelavari
21943,1,3,زبان‌های شبیه‌سازی,عرفان حسن نایبی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/hassannayebi
21972,1,3,سیستم‌های اطلاعاتی مدیریت,مسلم حبیبی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/mhabibi
22015,1,4,ریاضی عمومی ۱,علیرضا رنجبرمطلق,شنبه و دوشنبه 13 تا 15,ویژه ورودی1401,https://vc.sharif.edu/ch/ranjbarm
22015,2,4,ریاضی عمومی ۱,محسن جمالی,شنبه و دوشنبه 8 تا 10,ویژه ورودی1401,https://vc.sharif.edu/ch/mohsen-djamali
22015,3,4,ریاضی عمومی ۱,بهمن خانه دانی,شنبه و دوشنبه 15 تا 17,ویژه ورودی1401,https://vc.sharif.edu/ch/xanedani
22015,4,4,ریاضی عمومی ۱,محمدرضا رزوان,یک‌شنبه و سه‌شنبه 13 تا 15,ویژه ورودی1401,https://vc.sharif.edu/ch/razvan
22015,5,4,ریاضی عمومی ۱,محمدرضا رزوان,یک‌شنبه و سه‌شنبه 15 تا 17,ویژه ورودی 1401,https://vc.sharif.edu/ch/razvan
22015,6,4,ریاضی عمومی ۱,محسن جمالی,شنبه و دوشنبه 10:30 تا 12:30,ویژه ورودی1401,https://vc.sharif.edu/ch/mohsen-djamali
22015,7,4,ریاضی عمومی ۱,سحر قاجار,شنبه و دوشنبه 8 تا 10,ویژه ورودی رشته شیمی1401,https://vc.sharif.edu/ch/saqajar
22016,1,4,ریاضی عمومی ۲,سیدرضا مقدسی,شنبه و دوشنبه 13 تا 15,,vc.sharif.edu/moghadasi
22016,2,4,ریاضی عمومی ۲,سیدرضا مقدسی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/moghadasi
22034,1,3,معادلات دیفرانسیل,سحر قاجار,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/saqajar
22034,2,3,معادلات دیفرانسیل,محسن جمالی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/mohsen-djamali
22034,3,3,معادلات دیفرانسیل,سحر قاجار,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/saqajar
22035,1,3,ریاضی مهندسی,کامبیز مقدم فر,شنبه و دوشنبه 9 تا 10:30,,
22035,2,3,ریاضی مهندسی,کامبیز مقدم فر,شنبه و دوشنبه 10:30 تا 12,,
22040,1,1,آشنایی با ریاضیات,كسری علیشاهی، یحیی تابش,چهارشنبه 8 تا 10,ویژه ورودی,vc.sharif.edu/alishahi
22059,1,3,نظریه بازیها,مجتبی تفاق,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/mtefagh
22064,1,4,آمار و کاربرد آن,میر امید حاجی  میر صادقی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/mirsadeghi
22089,1,4,احتمال و کاربرد آن,سرور شیدانی,یک‌شنبه و سه‌شنبه 10:30 تا 12:30,,vc.sharif.edu/sorour.sheidani
22118,1,4,ترکیبیات و کاربردهای آن,سعید اکبری فیض آبادی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/s-akbari
22121,1,3,تاریخ ریاضیات,مانی رضائی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/mani-rezaie
22131,1,3,منطق ریاضی,محمد اردشیربهرستاقی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/mardeshir
22151,1,4,نظریه گراف ۱,جواد ابراهیمی بروجنی,یک‌شنبه و سه‌شنبه 15 تا 17,,vc.sharif.edu/javad.ebrahimi
22189,1,2,آداب و اخلاق علمی,میر امید حاجی  میر صادقی,دوشنبه 17 تا 19,,vc.sharif.edu/mirsadeghi
22215,1,4,نظریه اعداد,سیدمحمد غلامزاده محمودی,شنبه و دوشنبه 13 تا 15,,vc.sharif.edu/mmahmoudi
22217,1,4,جبر ۱,میلاد پورسلطانی,یک‌شنبه و سه‌شنبه 15 تا 17,,vc.sharif.edu/mpoursoltaniz
22226,1,4,جبر پیشرفته,محمد مهدوی هزاوه ء,شنبه و دوشنبه 10:30 تا 12:30,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/mahdavih
22238,1,4,هندسه حسابی,آرش رستگار,یک‌شنبه و سه‌شنبه 10:30 تا 12:30,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش,vc.sharif.edu/rastegar
22254,1,4,جبر خطی پیشرفته,سعید اکبری فیض آبادی,یک‌شنبه و سه‌شنبه 10:30 تا 12:30,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/s-akbari
22255,1,4,جبر خطی ۱,سیدرضا مقدسی,شنبه و دوشنبه 8 تا 10,,vc.sharif.edu/moghadasi
22274,1,4,نظریه رسته و کاربردهای آن,امیر جعفری,شنبه و دوشنبه 10:30 تا 12:30,CategoryTheory and Its Applications,vc.sharif.edu/ajafari
22289,1,4,نظریه کدگذاری,سیدمحمد غلامزاده محمودی,یک‌شنبه و سه‌شنبه 13 تا 15,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/mmahmoudi
22312,1,3,مباحثی در ریاضیات کاربردی,جواد ابراهیمی بروجنی,یک‌شنبه و سه‌شنبه 10:30 تا 12,محتوای درس راجع به مبحث محرمانگی تفاضلیست و اخذ درس فقط با اجازه استاد درس مجاز است.,
22325,1,4,آنالیز ریاضی ۱,محمدرضا پورنكی,شنبه و دوشنبه 15 تا 17,زمان کلاس درس: 15 تا 16:15 — نیم ساعت استراحت — 16:45 تا 18. کلاس حل تمرین : چهارشنبه ها ساعت 10 الی 12,vc.sharif.edu/pournaki
22335,1,4,توابع مختلط ۱,علیرضا بحرینی,یک‌شنبه و سه‌شنبه 15 تا 17,,vc.sharif.edu/bahraini
22412,1,4,آنالیز حقیقی,محمدرضا پورنكی,یک‌شنبه و سه‌شنبه 15 تا 17,زمان کلاس درس: 15 تا 16:15 — نیم ساعت استراحت — 16:45 تا 18. اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش. کلاس حل تمرین : چهارشنبه ها ساعت 13 الی 15,vc.sharif.edu/pournaki
